Word,Fraction of words eliminated,N
fuses,0.915349429679809,195
basal,0.915345661006461,169
exact,0.915326757786749,166
haunt,0.91531888093556,163
rhyme,0.915308932779496,173
paean,0.91528564621168,187
hacks,0.915274845950251,177
thief,0.915259522029352,161
buyer,0.915210075869317,177
stays,0.915202707925793,191
bacon,0.91518456038289,177
drank,0.915171052901302,161
stogy,0.915150434711061,190
acked,0.915130809753149,223
quits,0.915124639398923,204
softs,0.915114269439293,179
ammos,0.915109440112727,214
dolls,0.915083707618884,168
truly,0.915062806077059,181
atria,0.914972579964763,175
techy,0.914939399417922,196
filed,0.914934371011472,184
stink,0.914915512359069,172
swath,0.914906541439,171
nasal,0.91490227398026,184
ardor,0.914861273856376,181
abhor,0.914853096812667,194
pasta,0.914851662395024,196
seven,0.914802206765299,184
waxer,0.914794754951418,188
hardy,0.914758910101536,176
muley,0.91474694401286,217
wafts,0.914633485069476,189
guard,0.914620452554316,183
bitsy,0.914616810768081,196
speck,0.914601669106346,199
bunds,0.914597322835637,193
bueno,0.914594297677219,191
whole,0.914592268943493,182
mazed,0.914576627941432,170
firer,0.914542537845116,187
piety,0.914539781980525,181
darky,0.914496784934443,219
atilt,0.914462498881468,198
quote,0.914446992805213,157
jilts,0.914396246439368,173
fatly,0.914388730646187,206
tasks,0.914360799787755,201
miked,0.914360186018601,176
derby,0.91432413495637,178
bosun,0.914322894923979,181
zebra,0.914313010248394,190
avoid,0.914303657086357,195
buoys,0.914291756079825,161
refly,0.914269350121355,185
twice,0.914262186452564,189
crony,0.914247219649699,193
strut,0.914237230547809,182
flour,0.914223775318708,204
conks,0.91421989481088,183
wrath,0.914207371327895,196
facto,0.914158556680703,185
prima,0.914145875434783,164
scads,0.914103245750705,197
ratty,0.914092703489502,183
forth,0.914051492868586,180
thats,0.914043726354059,187
fiery,0.914020489394964,188
visas,0.914008328286598,185
steps,0.914002459989954,148
rawer,0.913940072154195,217
voice,0.913909796460804,169
franc,0.913891217497036,184
smack,0.913881361820392,200
stash,0.913867876087782,182
combs,0.913862684842021,214
stung,0.913860300503736,192
gismo,0.913823099036274,191
prize,0.913809275664409,180
hovel,0.913808584314834,201
vamps,0.913805315628373,193
chops,0.91380503904049,205
moots,0.913799704352818,196
banns,0.913794386957493,196
metre,0.913790569340335,195
beeps,0.913757165190203,188
spitz,0.913755815177918,193
falls,0.913708603457969,186
cheap,0.913678999478895,200
cills,0.913652737454196,168
plume,0.913612047413935,158
sieve,0.913606718739173,183
drawn,0.913594374512828,199
typal,0.913571181679571,198
amity,0.913563276669061,185
pengo,0.913528277169823,192
white,0.913512812966598,193
tromp,0.913498422210643,192
octet,0.913485938420363,179
repro,0.913449880921835,197
snaps,0.913437678354302,168
testy,0.913434643606608,185
okapi,0.913422023316884,170
walls,0.91341362206396,180
rived,0.913393384451227,175
infra,0.913360711582474,193
vitro,0.913338466603926,201
gland,0.913334556037197,179
lucid,0.913310103748671,217
corer,0.913248337785006,191
lusty,0.913245225606931,199
hyper,0.913227277783958,178
zincs,0.913204517623796,201
soaks,0.91316830773736,191
direr,0.913156040618847,178
tenon,0.913153345409729,210
keeps,0.913150929475439,202
moths,0.913146377566818,184
datum,0.91313823903166,190
caved,0.913041923387385,204
phage,0.91298369296836,191
klieg,0.912950088333607,205
dhows,0.912937826781843,189
eight,0.912915380606887,182
shots,0.912914576109031,191
casus,0.912912541254126,160
knees,0.912905417965619,171
micro,0.912901905712427,177
quest,0.912891722608794,170
blaze,0.912882807233546,193
barer,0.912845893192045,197
wince,0.912800144280356,209
plugs,0.912768720481071,168
ferny,0.912762918082853,201
snowy,0.912754887103956,174
deeps,0.912753048158001,171
mirth,0.912711596835752,181
rawly,0.912708338503024,210
totem,0.91267730362936,173
toted,0.912673942832879,216
slabs,0.912628104915754,218
truer,0.912597206076884,208
depth,0.912589996915912,196
prawn,0.912581017137859,166
sense,0.912554764248355,180
purty,0.912526949289356,170
nicks,0.912520846562654,183
coven,0.912517394018177,182
ether,0.912506144231444,188
braze,0.912492461546569,178
blued,0.912483798987186,195
bowed,0.912465731699028,184
hazed,0.912449463953629,211
funds,0.912435852680822,206
rheum,0.912365832727097,202
scrum,0.912348595265619,197
imago,0.912336057203177,182
zoned,0.912316997607067,201
seest,0.912303236013502,185
natch,0.912284246684605,196
razer,0.912260736055457,174
cowed,0.912244632573698,183
sulky,0.912227112968855,188
toons,0.912219906201147,180
heavy,0.912167171309494,153
risky,0.912166194567119,179
weeds,0.912147464746475,176
ensue,0.912134171370681,179
flirt,0.912123021193281,206
slops,0.912112603450498,217
hunts,0.912109481624853,210
badge,0.912098457473012,183
scans,0.912049099646807,165
waive,0.912027701625999,184
rower,0.912023426771674,212
troll,0.912019184374578,180
elves,0.911983237797464,160
forma,0.91197580004361,188
treed,0.911974835927529,184
gulps,0.911974530786412,198
wheat,0.911968398912431,193
neigh,0.911960545899792,204
sappy,0.911956079128189,183
roger,0.911947084432754,189
prank,0.911932364713552,186
kenaf,0.911927308883339,174
clove,0.911900164765488,173
miaow,0.911889873197846,200
sinus,0.911832351601102,191
order,0.911798791215155,195
afoul,0.911754301232434,164
ichor,0.911731137431317,177
purge,0.911701411261169,203
borer,0.911686413097629,197
props,0.911675741076831,203
uncle,0.911673874154332,154
stabs,0.911610092666768,201
grand,0.911587938979656,170
judos,0.911563238703734,161
horny,0.911477565413588,186
bossa,0.911462557031163,169
dicks,0.911458628926989,202
clubs,0.911435880430149,176
elide,0.911431397040788,199
spoor,0.911411228842183,180
twats,0.911405415252693,205
larch,0.911398896122298,209
three,0.911394257274697,184
bogus,0.911376124670275,183
umbel,0.911367581969585,183
slosh,0.911301940153043,167
hayey,0.911288598495476,208
goose,0.911260549613859,189
bandy,0.911196530652473,178
crank,0.911191206839983,180
zebus,0.911179951958558,181
glide,0.911161914154064,186
draft,0.911161399995707,178
polos,0.91112211221122,200
davit,0.911120339926058,197
locos,0.911095280860673,188
ousts,0.911089880917916,180
mimeo,0.911081691383933,185
herby,0.911060951980628,181
harpy,0.911055973350475,197
unarm,0.911054572949557,170
gusto,0.911046756099252,183
blurt,0.911044355209515,221
shirr,0.910989700943779,192
guano,0.910975735564474,197
fixer,0.910969254820219,200
joule,0.910958941288866,192
cloak,0.910940589559364,193
schmo,0.910871690962845,197
specs,0.910861140560516,174
fault,0.910857649232416,187
lyric,0.910849324794429,183
rerun,0.910811307568947,172
ducal,0.910783655183285,173
redox,0.910754679393007,177
perdu,0.910737765925961,179
stops,0.910734043844182,219
spits,0.910730664082165,157
sewed,0.910729677734407,212
aural,0.910727158242139,160
prowl,0.910716359708222,169
motet,0.910713711304296,189
glory,0.910706300193289,188
heath,0.910685319544099,195
whips,0.910652360782638,195
topos,0.910618386627317,193
ghost,0.910615909236353,190
greet,0.910577776911976,214
aptly,0.91056951849031,195
mourn,0.91054848433375,181
moxie,0.910544624875006,185
wheys,0.910452264062972,190
finks,0.910445978808407,176
boors,0.910432290368625,184
polka,0.9104272689307,188
china,0.910424930785237,196
ducat,0.910417119469154,199
waked,0.910415335025855,203
brisk,0.910401953982935,163
hulks,0.91039862664878,188
fetid,0.910375528034327,188
carat,0.910346584153915,193
diazo,0.910338931570311,179
wests,0.910312383842693,193
rebel,0.91028269270956,197
eagle,0.910266941056283,177
vagus,0.910256775873974,201
grubs,0.910253489893584,167
joker,0.910171468274646,182
gnome,0.910168266402192,186
topic,0.910160136792506,173
slogs,0.91013678279721,181
linty,0.91012644400631,194
twerp,0.910106926684573,208
rajas,0.910091426344175,164
runic,0.910085826396406,195
thorn,0.910029225528247,183
topaz,0.909984532287816,210
medic,0.909983875961967,184
pewit,0.909975815395304,182
turdy,0.909975740329799,178
quite,0.909971260283924,176
smock,0.909945380502963,198
lumps,0.909941333691944,186
blend,0.909930519367728,200
chide,0.909921255283423,192
costs,0.909905106726066,173
spots,0.909895504785935,190
cello,0.909873563533639,190
pipet,0.909871536352721,207
tided,0.909862003744234,225
puree,0.909843335957338,188
eyrie,0.909837825887853,220
hymen,0.909837673071211,186
pixel,0.909749767546414,170
until,0.909736899417967,197
moult,0.909724941199668,185
beefs,0.909685395784162,187
mills,0.90967418546366,175
chasm,0.909616637732398,181
focal,0.909601037125536,164
crush,0.909584657502074,213
clank,0.909555971076984,204
risks,0.90955531379546,171
murks,0.909507909855314,189
stunk,0.90949763775447,181
bassi,0.909480668461582,192
dusty,0.909469204038609,183
snags,0.909457017130284,168
idled,0.90943181948438,197
loamy,0.909389351633575,189
imbed,0.90938053470866,214
tarry,0.909358534537663,192
fuzes,0.909356872101853,197
fowls,0.909354498202857,195
slams,0.909353783675581,187
spell,0.909352467754516,204
video,0.909342613711251,199
croft,0.90934181137412,198
grogs,0.909336364521357,182
dumps,0.909316135086106,194
stump,0.909288495630838,199
elder,0.909283596446046,173
mutts,0.909250574180225,207
madly,0.909249971049737,192
glass,0.90923770739647,216
zonal,0.909196630189334,200
allot,0.909175785999653,184
fasts,0.909093092959912,188
nacho,0.909064995568381,195
nutsy,0.909062173047171,172
whits,0.909059984945864,192
dreck,0.909054148199201,186
burgs,0.909051633908329,195
dungs,0.909037656285226,188
smurf,0.909034653465347,176
debut,0.90903190041996,209
scurf,0.909024741146884,184
scams,0.909005545863511,207
small,0.909003066400266,199
lived,0.908998006399626,197
hawks,0.908997272415719,185
parch,0.908975546677475,180
apart,0.908975262851362,170
hills,0.908973343333724,173
fiend,0.908944052299967,220
mixer,0.90891966955609,186
axmen,0.908901241001294,180
stick,0.908878141103584,192
whams,0.908870615228092,182
peeks,0.908838574512662,196
favor,0.908836998988119,189
focus,0.908816320228514,198
gists,0.90880559790872,162
tasty,0.908786377899965,214
dunce,0.908773265990567,182
vital,0.908752669649294,193
fisty,0.908741204720843,199
corny,0.908735649297365,203
angry,0.908701016601931,194
shoji,0.908655549765504,200
throb,0.908645229848062,170
hotly,0.908643467007198,182
weeps,0.908616658552438,213
login,0.908607098111828,188
chile,0.908594272663327,202
gross,0.908585083259392,185
cooed,0.908564054345939,184
fiver,0.908445327963596,162
viola,0.908427379732633,207
brier,0.908423197798641,183
frier,0.908409517497484,206
pocks,0.90835504603092,200
bogey,0.908347029034889,195
dills,0.908346922673415,201
choir,0.908324061424635,185
soups,0.908229798049057,190
vests,0.908215325415199,183
slomo,0.908198278172171,199
mauve,0.908186871318711,176
panic,0.908183205538599,168
devil,0.90814765687095,165
valid,0.908136360194724,156
fagot,0.908121513905776,198
swell,0.908106784824373,171
flout,0.908054288574925,178
flask,0.908052998282286,180
cramp,0.908050501846524,184
bayou,0.908002062818772,193
drier,0.907976211154951,210
remix,0.907970049483972,207
bloke,0.907957679268814,178
abate,0.907944093510765,205
mould,0.907919327126119,166
radix,0.907901806092482,172
align,0.907899986065697,182
radii,0.907855447198855,168
ranch,0.907851819346294,171
rebar,0.907850076601574,211
ftped,0.9078485396132,188
bhoys,0.907828553753208,187
borax,0.907818742400556,192
terce,0.907777290886983,176
shown,0.907733407860045,179
monad,0.90771155155443,174
there,0.907707176092749,188
doily,0.907690659985007,193
fusee,0.90767518386652,179
lucks,0.907638386928676,186
beaky,0.907623549680425,196
proud,0.907603285632206,208
candy,0.907583445325142,190
staff,0.907569046378322,200
taxon,0.907557580122295,178
gibed,0.907538011999051,191
defun,0.907505817094145,182
knave,0.907502419414874,175
gowns,0.907466001034532,181
covey,0.907426248055047,189
suits,0.907359461707944,190
retry,0.907356602533318,204
cloud,0.907339856792697,189
coxed,0.90733599675757,195
envoi,0.907330206704882,182
dozen,0.907310303398761,192
hydra,0.907306291269858,207
molls,0.907297520923569,186
spoon,0.907288051058107,171
waxed,0.907274060739406,198
algin,0.907267735083759,171
gloss,0.907228251429262,184
lavas,0.907224475307942,184
chant,0.90719813183436,169
dusts,0.907189841791197,198
guilt,0.907098459118592,199
chefs,0.90709176180776,165
rider,0.907022199778307,194
feeds,0.90700769061209,171
dovey,0.907006674813373,171
impro,0.906984099823965,201
sooth,0.906980031709778,188
shads,0.906893540231216,216
venom,0.906892389643823,195
shays,0.906883337554573,179
brawl,0.906861421716046,166
bilge,0.90685803819495,197
plonk,0.906817295433615,212
globe,0.906806000148887,168
chain,0.906733279844274,189
agate,0.906686024639615,187
gouda,0.906640802584413,209
newly,0.906631220397582,187
spays,0.906626283448351,181
winks,0.90661274365423,184
haiku,0.906590477559553,174
tubal,0.906578273926465,187
tulle,0.906565046389968,179
leery,0.906537159324215,183
tucks,0.906521896968311,189
prior,0.906515794436586,175
chief,0.906507236783421,185
kirks,0.906477820804457,167
slaws,0.906426315146135,162
nuked,0.906409787984243,174
emote,0.90640130002848,197
chips,0.906357564271744,201
tangy,0.906310806519249,198
grout,0.906288901916507,192
verse,0.906270044822771,179
apace,0.906250642042134,186
gauge,0.906227295055482,186
below,0.90622628744869,152
picks,0.906201146430431,189
lisps,0.906158823202651,197
turbo,0.90615269283161,190
beaux,0.906151112822952,184
bodge,0.906142341207805,192
fiord,0.906127578702143,170
loops,0.906105099674053,170
ethyl,0.906098771585777,207
tecum,0.906097293104415,189
swamp,0.906076119468511,182
logos,0.906039329694743,190
perky,0.906011820898048,189
sweep,0.906004975988565,201
jests,0.905981594686319,197
legal,0.905962768729282,188
vicar,0.905938194866302,181
extol,0.905914921184274,159
wirer,0.905891957616814,200
faith,0.905875240989445,202
tract,0.90586247199171,199
chime,0.905834340432924,188
vault,0.905834335271222,179
shawm,0.905719771305238,188
perch,0.905707798126529,194
guide,0.905676784783741,160
utter,0.905659233686527,192
ovary,0.905616721900348,203
curer,0.905585527593006,204
chard,0.905579373726847,176
using,0.905558741701868,179
vague,0.90553332287751,206
sooty,0.905530894781404,191
harum,0.905480284870593,180
floss,0.905472100853809,208
logic,0.905467739756433,216
squid,0.905424060411581,209
waxen,0.905398976819131,199
lunge,0.9053963907029,188
erect,0.90538615739241,185
frisk,0.90537060608563,183
hexad,0.905360959436904,184
grata,0.905349269529418,188
boxer,0.905274738000116,174
schwa,0.905264539611856,176
texts,0.905242792881829,174
lanky,0.90521176371571,194
faxed,0.905208717277376,164
chute,0.90518289578504,174
getup,0.90517341207805,204
yella,0.905160656763958,202
raver,0.905153767256424,168
carpy,0.905087412766045,170
tests,0.905070066370163,172
anded,0.905057388329926,195
campo,0.90504454810051,164
bruin,0.905044429759059,179
vocal,0.905034984847488,206
posts,0.904986149584487,190
sluts,0.904971735242791,193
blabs,0.904966779572694,160
forty,0.904938434939758,193
fumer,0.904866332497912,168
toque,0.904845237076732,201
curve,0.904808928261246,200
endow,0.904767388631855,181
purer,0.904754891965171,184
wooer,0.904737966056668,170
sonny,0.904728650797219,197
biped,0.904726047143155,191
creep,0.904706291062542,170
petit,0.904643043251696,200
optic,0.904588586910781,194
vivas,0.904482224538243,192
green,0.904475651646798,196
quart,0.904389806389547,208
oodle,0.904319887205711,171
pilaf,0.904270251586561,198
zests,0.904254614284001,194
manly,0.904231563507227,180
giver,0.904224865210979,204
looms,0.904187590793643,201
arras,0.904181480122475,169
grove,0.904165643424596,174
quays,0.904164518373307,189
theta,0.904159675655247,182
lurch,0.904148930564257,178
slips,0.904112132182307,189
broth,0.904112011582201,221
gazed,0.904110233945184,214
begin,0.904000926408429,204
redid,0.903999422498642,154
quids,0.903984859770076,191
shill,0.903907025553932,193
johns,0.903902702300306,168
aitch,0.903870793541053,202
donut,0.903840126575587,184
salsa,0.903815949461982,190
malty,0.903806170090693,198
deify,0.903798694133334,207
hiked,0.903783650204412,194
oxide,0.903770403192656,161
defog,0.90376562852254,188
slily,0.903738444019839,180
amigo,0.903708067221673,207
droll,0.903705974312602,170
ebony,0.903698821894573,170
lefty,0.903660511241687,174
frond,0.903644396070409,203
swede,0.903589256693649,191
rooks,0.903550796505797,186
waved,0.903522342365815,192
studs,0.903494559982314,165
swats,0.903419815665776,165
rupee,0.903381917139084,165
trill,0.903289244555241,199
showy,0.903275975996949,194
wrier,0.903238617963886,199
clout,0.90323783522517,184
stout,0.903204794163627,200
shags,0.903186241530009,213
human,0.903144200588969,172
belch,0.903087384761867,189
preen,0.903084846180209,185
equal,0.903072498192292,172
rifer,0.903059163142253,181
oring,0.903012757416093,180
wimps,0.902944698902024,190
count,0.902926031143012,186
punks,0.902917717091766,185
layup,0.90289096733873,194
gongs,0.902882976775629,185
duvet,0.902878337369339,170
tryst,0.902874022004665,188
glint,0.90284407970022,199
hurly,0.902826255813267,212
croup,0.902807862578577,185
movie,0.902779941586129,194
busty,0.902771244407514,185
mount,0.902742816654548,177
music,0.90273492162936,178
clang,0.902666911427986,176
mousy,0.90263199252256,168
circa,0.902609773855324,188
hexes,0.902592692487974,199
brawn,0.902587100815345,165
pubis,0.902585436432499,179
monic,0.902562050331232,181
swift,0.902549904113217,198
blobs,0.902539903113119,180
urban,0.902531808561846,201
runty,0.902503088479039,214
gimps,0.902496074850204,206
watts,0.902482176070947,178
shack,0.902458899140689,204
atoll,0.902447595031734,174
gonad,0.902386987114251,191
balsa,0.902373756172609,175
hello,0.902341314463857,190
lemma,0.902340422012127,168
elect,0.902330376295182,169
tawny,0.90232181112848,186
lusts,0.902274319685073,178
mosts,0.902251910492385,193
flume,0.902251365487425,180
maria,0.902251207934972,196
helix,0.902237510361344,193
woven,0.902211511934713,221
bolls,0.902201946879822,171
cordy,0.902190037515548,174
snood,0.902156256355601,199
waspy,0.902137962032777,194
gawks,0.902120181058353,170
fossa,0.902088341261971,186
motor,0.902075266949445,186
deice,0.902045401577978,199
leave,0.902008975445857,201
badly,0.901998560758331,175
crown,0.901989627534182,175
aware,0.901984174321046,166
myths,0.901978936499944,179
cabin,0.901976989519267,157
slobs,0.901911821848445,173
stets,0.901895041879029,205
month,0.901846595633807,188
geeks,0.901838494098717,190
nulls,0.901837202927079,211
rally,0.901831653219769,174
wroth,0.90182530661029,193
hocks,0.9017916682554,205
creed,0.901790091289831,180
ingot,0.901751077363376,189
growl,0.901739247726596,179
lotta,0.901727688973201,203
conga,0.901704947822717,156
bugle,0.901686835350201,180
acing,0.901659953724364,181
knows,0.90165128567186,186
nouns,0.901626422890902,199
brush,0.901618304726572,193
moved,0.901600856180694,186
weeks,0.901574992468025,177
plums,0.901515107158262,178
wagon,0.901486102367461,173
unbar,0.901364643043252,192
whine,0.901249727436349,188
dwarf,0.901236490925981,184
palmy,0.901225009719018,210
hived,0.901216005983686,183
sixty,0.901211863649318,206
ceder,0.901211099612555,213
puked,0.901208905420929,181
micks,0.901170268202632,188
bench,0.901154203818173,181
lanai,0.901116679417101,188
piped,0.901107896633584,174
wings,0.901098429027961,186
prong,0.901077395188912,195
boots,0.901011062993776,174
swank,0.900979941022728,171
boons,0.900936098518497,193
pinko,0.900930485449666,169
moons,0.900930007652259,185
yourn,0.900925506462309,199
lingo,0.900921509154965,195
roofs,0.900878929998263,175
aglow,0.90086773779789,203
scabs,0.900856221694057,205
icier,0.900800902922019,213
jells,0.900798557807416,185
biked,0.900794940175131,170
gauze,0.900789820138183,183
stuck,0.900781657113079,205
washy,0.900750932009361,199
cacti,0.900741953894637,196
shews,0.900726140725529,204
chord,0.900697494561487,168
pupas,0.900503547808091,186
lossy,0.900484320877908,170
binge,0.900463072623051,176
coons,0.90043901006642,168
porgy,0.90038169347341,193
trust,0.900381229258661,190
droid,0.900372684480537,202
froth,0.900362240171386,192
drool,0.900336479659902,194
redux,0.900330860153684,210
local,0.900325621534584,189
thugs,0.90030590778376,180
folic,0.900284025557606,185
sexed,0.900251867291991,180
match,0.900232760118118,175
smash,0.900209725406038,203
anvil,0.900147388370938,202
cozen,0.90014159861839,191
aroma,0.900104598560543,184
foots,0.900054518218889,202
cavil,0.900014332753379,183
guess,0.899998148358784,197
stint,0.899970302632981,186
libel,0.899970064195671,188
knish,0.899960360408511,195
bolos,0.899943778245778,169
veiny,0.899920416316605,196
belie,0.899862811200561,196
whops,0.899851280219684,178
odium,0.899821107337594,174
baldy,0.899813089861619,192
elope,0.899801775843219,170
unpeg,0.899787281029081,199
build,0.899786194966818,217
ducks,0.899701050437454,190
oakum,0.899681750261823,171
woman,0.899620562426514,199
grapy,0.89960242716421,179
natal,0.899585159754367,204
codex,0.899539983566659,178
herem,0.899502196689501,205
signs,0.899484958426329,212
smoky,0.899440061337679,157
numbs,0.899429429985477,197
scops,0.899410116450242,198
egret,0.899393615637682,199
built,0.899349584081215,198
dishy,0.899341781882556,188
pupae,0.899311668943289,169
crepe,0.899284406438918,183
ender,0.899283165599711,179
plush,0.89927533069615,203
hoagy,0.899218529662813,186
brunt,0.899189918991899,176
dulls,0.899140791272111,198
burrs,0.899140738897142,201
vined,0.899124524406054,177
mashy,0.89912155194832,173
skimp,0.899111654047201,183
boric,0.899106969520482,170
eking,0.899099764971127,196
pound,0.89907221867059,194
ethic,0.899067865495478,181
enema,0.899043727087389,190
lolls,0.899034458799782,174
hinge,0.899022060100748,200
jowls,0.898998320884719,195
hoods,0.898998134108828,186
spool,0.89899552568687,203
bronc,0.898927270068665,177
fazed,0.89890295174461,191
henna,0.89887017198376,181
femur,0.898856921703251,171
joyed,0.898846666043123,156
vogue,0.898821310702497,175
pasha,0.898816115164148,192
telly,0.898750927724353,165
wools,0.898684334598874,175
knurl,0.898668722972084,173
withs,0.898666720408593,181
bedim,0.898655226599772,172
spiky,0.898626677502766,193
quail,0.898615258351231,189
mists,0.898578603661039,188
shock,0.89854160854682,198
slows,0.898520362322101,197
right,0.898478695539388,227
whist,0.898446929713215,195
dogma,0.898427035686025,180
dictu,0.898412648282372,198
niece,0.898405275488007,193
wanly,0.898399845768267,182
tally,0.898370100167912,228
girth,0.898340917683099,187
flank,0.898337025704923,179
upend,0.898296770105005,182
macho,0.898293153415063,190
bungs,0.898284768866536,181
moods,0.898256108505589,192
grody,0.898240598053612,187
ketch,0.8982144006546,197
mitts,0.898199051098276,191
cloth,0.898180220498831,170
gluon,0.898124956808075,186
geode,0.898121649956195,183
ephod,0.898111472236362,173
blunt,0.89811025968861,183
slunk,0.898083668015924,198
dooms,0.898036217733978,182
trunk,0.897992781734313,180
girly,0.897991360732373,182
zowie,0.897949416652191,192
chows,0.897940264940621,190
kills,0.897924552432108,182
vowel,0.897886161304608,222
bliss,0.897869972755789,187
barky,0.897854588090388,176
joint,0.897768020679087,202
doped,0.897727650704599,188
flint,0.897668804993022,174
slims,0.897639106015865,168
among,0.897615924826657,207
hound,0.897610967772003,205
refix,0.897607236734142,181
firma,0.897554763292902,202
fetch,0.897524252287449,191
rebox,0.897521700960992,185
rover,0.897488800287619,172
nonce,0.897486183253299,186
joust,0.897464636201933,179
glove,0.897460482890393,175
jawed,0.897435824818179,184
expat,0.897416386375479,176
mooed,0.897403775465266,198
seeps,0.897337486557644,178
rural,0.897256865037472,193
aping,0.897243994001979,196
froze,0.897111389659593,185
diced,0.897097475062433,183
toxin,0.897027235078988,183
gecko,0.897010586605863,189
algae,0.896989140254808,179
weest,0.896966320372239,188
shams,0.896961441296485,171
chugs,0.896954369349979,184
spins,0.896942936093761,207
burnt,0.896937926314232,201
synch,0.896935099397539,177
tacit,0.896934585099376,187
domed,0.896886939283089,201
discs,0.896886881670624,180
didst,0.896881833932381,195
could,0.89687256154031,193
graph,0.896863561458411,193
hertz,0.896857377243717,202
dyads,0.896831478813516,187
arrow,0.896810571745434,195
given,0.896803033129824,162
offer,0.896774193548386,155
twirp,0.896729038069299,194
kluge,0.896718734774634,205
tithe,0.896668058437096,161
waded,0.896656880065413,205
recur,0.896642475544088,205
masks,0.896536583482909,180
quake,0.896524946612308,187
gwine,0.896517283307277,176
stows,0.896508028714865,183
ivory,0.896457657764685,193
snuck,0.896340880625459,209
gangs,0.896335298269711,173
imbue,0.896293877961037,166
hogan,0.896292644911716,185
baulk,0.896237777310736,181
mocks,0.89621613763207,184
orlon,0.896189318179937,210
dicut,0.896178394929276,204
welch,0.896171280965108,186
coded,0.896158359122702,196
purrs,0.896151970237168,177
mango,0.89613059050266,210
blond,0.896121419922314,207
hoots,0.896109385809284,173
ambit,0.896101517395096,202
quips,0.896095301749854,184
incur,0.896080983132759,191
viand,0.896076571219874,195
glaze,0.896073475768631,200
liege,0.896073354267524,193
messy,0.896036740747528,182
youth,0.895993738936282,178
sixth,0.895914497464784,168
fogey,0.895907610386372,177
final,0.895820629095385,188
vaunt,0.895801344840367,187
nudge,0.895724933508956,199
julep,0.895702049857727,194
chirp,0.895695976920346,184
hyped,0.895561924613514,172
shoot,0.895560875690926,207
guyed,0.895550251120189,186
bruit,0.895522915360225,177
poach,0.895498982186806,178
hosts,0.89549133050957,195
mulls,0.89548561396763,206
hunks,0.895475073823171,192
unwed,0.895473847117093,177
hymns,0.895455418117989,190
dolor,0.895399445325964,178
keyer,0.895393452268897,191
naiad,0.895390952629098,175
whirl,0.89532742747959,180
fills,0.895300333357436,209
chary,0.895300313086507,205
meted,0.895259866201799,181
terry,0.895251816203292,170
didot,0.895196310802557,186
jambs,0.895156267873257,164
gamin,0.895144301664208,188
wombs,0.895116489272627,167
brusk,0.895057038994958,166
fists,0.895035535299562,189
fiche,0.895019589678266,180
crimp,0.895004140168743,206
lorry,0.89499781003031,209
faded,0.89499739447629,188
bunks,0.894973176467444,208
quash,0.894972437352628,174
jaunt,0.894958286225668,171
query,0.894913229792866,194
renew,0.89484805348314,164
azoic,0.894841243055311,193
snips,0.894811420501318,184
fella,0.894803973150938,207
amahs,0.894803515439263,198
reeky,0.894789139355362,186
thyme,0.894761799228925,174
tusky,0.894752863124841,206
bleed,0.894736007001512,208
valve,0.894687474287596,190
genre,0.894686938888714,181
whorl,0.894679588511629,179
squab,0.894671906934914,214
snobs,0.89466814656488,177
wordy,0.894663391151146,175
birth,0.894646436019411,171
nixed,0.89460656591975,168
upper,0.894539359951033,168
hicks,0.894538728410536,185
matzo,0.894510843274481,186
kinda,0.894506586521566,172
silks,0.89449433120276,207
kings,0.894488269153593,174
caulk,0.89448675368488,166
trick,0.894441931179816,182
whims,0.894431016449909,188
cheer,0.89439858113235,171
ahead,0.894388411123891,169
briny,0.894378091604453,199
laugh,0.894372325487668,203
bipod,0.894369492350897,209
summa,0.894318201778784,178
fools,0.894307799200973,200
quirt,0.894241750643411,207
spill,0.894208499797348,192
fruit,0.894161951594571,197
snoop,0.894161035760454,181
spunk,0.89415814157593,190
wispy,0.894136049524648,194
vinca,0.894126998512208,184
calix,0.894089663635293,186
crypt,0.894038679230243,207
mungs,0.89394104649143,172
bulge,0.893930741955381,167
spews,0.893894570378091,192
throw,0.893885704359908,190
river,0.893877166485604,177
taboo,0.89385497254179,182
thank,0.893833275167209,218
charm,0.893814569426866,168
musty,0.893814159946479,202
seeds,0.893808470945222,177
zayin,0.893724356955819,187
gasps,0.893704558425768,210
tutor,0.893688950793751,214
vegan,0.893687201537489,187
armor,0.893678841568368,198
gourd,0.893657962287456,180
abyss,0.89364486946561,185
handy,0.893586817846938,203
evens,0.893520087828917,206
plops,0.893509230934002,193
agora,0.893481651788558,199
epoch,0.893478746370877,140
unmap,0.893472261032359,207
ruing,0.89346269582845,173
grind,0.893450536189354,190
forum,0.893425703777967,197
sylph,0.893411962968117,161
chino,0.893324239544697,204
memes,0.89327347906799,179
hasps,0.893241421390335,197
goons,0.893221358749147,207
mimed,0.893182718438928,189
jeeps,0.893135846583824,189
koala,0.893125225835278,187
betel,0.893091836541652,202
unfed,0.893036303630365,200
noway,0.89301332642127,193
shits,0.892982726142808,193
drill,0.892857887292489,175
sacks,0.892856188452854,208
barmy,0.892850052996707,196
chess,0.892847503373818,195
pills,0.892803104026319,166
foods,0.892765229336,174
lupus,0.892755064980182,198
ditch,0.892751392642324,172
shins,0.892735456310236,182
taunt,0.892719422318171,210
clink,0.8926815532158,161
kaput,0.892655543524727,167
gorge,0.89264780341416,188
briar,0.892630710439466,168
trout,0.892628527681506,189
bumps,0.892593130770569,208
